,reviews_title,reviews_text,ratings,author,stay_date
255,LOVED our stay at Hotel Edison!,My husband and I were in town for a doctor visit and stayed a few extra days to celebrate our anniversary and I am so glad we chose Hotel Edison for our stay! All the staff were so friendly and we were always greeted with a smile. The hotel was clean and housekeeping always made sure our room was stocked with clean towels and toiletries. Right at Time Square we couldn’t believe how cheap the price was! Will definitely stay here our next visit!,5,Camper647868,Feb-20
256,New York 2020,"I was concerned about the type of room we would receive after reading some of the reviews but we received a room on Floor 22 with a fantastic view of Times Square. Juan who checked us in did try and sell us the room for an extra $69 per night then $40 when we said no thank you he gave us the room upgrade anyway so thank you Juan. The room/bathroom  itself was clean,  tidy and spacious except the wardrobe doors which were very slim so we entered sideways on�We used the bar/ restaurant a few times and loved the food and drinks. Prices are generally in line with other bars we visited.The hotel ran a shuttle to the airport which was reasonabl, so I would recommend  this.A few of the desk staff were a little unhelpful at times - why would we want a kettle when we have a coffee machine.  Several requests but the kettle never materialised.Generally the hotel was ideal for us and we loved the Art Deco style.",4,Debbay62,Feb-20
257,Home Away ,"This was our fifth stay at Hotel Edison. The check in process wasn’t as smooth as usual and unfortunately we were assigned a room with an extremely noisy heating unit so we needed to change to a quiet location. We had to check out and check in again several hours later and stow our luggage which was pretty inconvenient. The front desk people I spoke with were disinterested and unhelpful at best. Then I was lucky enough to meet with ROBBY who was so kind and accommodating. Imagine our delight when we returned from our show to check into the newly assigned room only to find a wonderful and comfortable upgrade on the top floor, 22. Robby couldn’t have been more caring and gracious and is a wonderful asset to Hotel Edison. We look forward to seeing him again on our next visit!",5,MrsBicep,Feb-20
258,Weekend in NYC,"Recently stayed at the Edison Hotel celebrating my girlfriends birthday. We met the GM Scott Geres in the lobby, he greeted us with a smile and made us feel very welcomed! We really enjoyed our room, it was really clean and well appointed! Both restaurants at the hotel were amazing!! We used the check out kiosk which was pretty cool because it was fast and efficient. Overall, we had a great stay and will be definitely coming back!",5,Heybruh,Jan-20
259,Great hotel close to Times Square,"We have stayed twice at this hotel.  It is New York City, 150 feet from Times SquareThis hotel is very old New York.  From the uniforms to the elevators it is a classic hotel.The only thing that may concern some is the price can be steep at certain of the year.  I think it is worth the money.  You are not taking cabs everywhere.  Everything you need is within a short walk of the hotel.If you have any questions I am happy to answer.",5,Regal666,Dec-19
260,Great Stay,"This was a great stay! The hotel was located right in Times Square. The rooms were quiet, clean and had everything needed.  Housekeeping was wonderful! We asked for a higher room, but had a late flight and didn't get that request. We also didn't have much of a view. However, we didn't spend much time in the room and it was perfect for our stay! Only Con: We requested a mini-fridge for $30 and received it, but it didn't keep drinks cold",5,Nina,Feb-20
261,Outstanding service,"Amazing Service by staff, specially Marcos & Carlos. Breakfast was outstanding specially the Chai tea .Everyday after a long walk had bottles of water in the room (nice touch). Thank you for ALL your above and beyond service during my stay. Will be back!",5,Wilka N,Feb-20
262,You can’t beat the location!,"I first stayed at Hotel Edison 30 years ago and then again last week for 4 nights and I am SO impressed with the renovations and updates that they have made. Location, location, location...Hotel Edison has always had the most wonderful location for theater lovers and people that want to be right in the middle of midtown. Only a 1/2 block off Times Square, we walked easily to Rockefeller Center and 5th Avenue and conveniently caught buses and subways very close to the hotel. We found the Edison employees to be friendly and helpful and I felt safe because they provide a security person that checks room keys before you are allowed on the elevator. It is not the most luxurious hotel in the city, but if you are looking for a nice, clean, friendly hotel for your family, I highly recommend Hotel Edison. (One more tip, don’t be early for check in...when they say 3:00 PM, they mean it. They will gladly hold your bags and you can go enjoy Times Square but chances are, you will not get into your room before 3:00)",5,AggieDede,Feb-20
263,Room upgrading,"We have recently come back from a 4 night stay at the Edison in New York,  on arriving we were asked straight away if we would like a upgrade to a better room at the added cost of $49 A night, I said we had not even seen the room we were booked in yet so no could we say if we needed a upgrade? I was then told I could have it for $29 a night on seeing the room which was old and nect to a generator and very noisy I decided to change it cost $29 extra per night , apparently this is something they did with a lot of people we spoke to , we were given no discount cards for the restaurant although other people were which were included in the resort tax , we  had nothing.  I found the staff unfriendly and some very rude , I would not stay here again despite it's closeness to times square.",2,Traveler832316,Feb-20
264,"Super Hotel,Staff and Atmosphere.",Everyone from the Front Desk to Housekeeping Was AMAZING. We Stayed In The PRESIDENTIAL SUITE For days Its A HUGE ROOM with lots of space. DONT HESITATE TO CALL FOR YOURSELF FOR THE BEST RATES. 212 840 5000 ask for Eric and tell him Mike sent you.,5,Biggdoggey,Feb-20
265,Highly Recommend!!,"We stayed in The Edison during our visit to NYC for my birthday.  The hotel is beautiful and the staff is amazing.  Our room was excellent also.  And the location in the theatre district could not have been better! We saw the show Tina Turner, The Musical, and it was in the theatre just next door.",5,pmwilbourne,Feb-20
266,Amazing hotel,"This hotel has the best location in Time Square. Staff is superb, hotel is spotless. The gym was so nice, it was a great start to the day. The WiFi worked well through out the building. Will definitely stay again. 5 star experience",5,Joe,Feb-20
267,Great location but room needed decorating,"We booked our holiday with our local travel agents for 4 nights and 5 days.We arrived on Monday 17th February and departed Friday 21st.We checked in on arrival but the room was not ready at 130pm, but if we upgraded then we could have a signature room straightaway.The cost was going to be $45 a night but when I declined, it wss dropped to $30 a night, being told the room would be nicer, a better view and a coffee machine with unlimited Starbucks coffee.Personally, for $120 I felt this was expensive, so we did not take it.Instead we went off exploring and came back 2 hrs later and our room was ready.Our room was 1411 and at the front of the hotel. The view was ok- high rises but it suited us as we had not planned to be in the room much and NYC is all about the buildings and bright lights of Broadway.Everything was clean and tidy, bottled water available- 3 of us but only 2 left, but water is cheap anyway.There were enoughtoiletries in the bathroom and plenty of clean towels. There was a built in wardrobe with a few coathangers, 8 altogether, a spare hairdryer( one in the bathroom did not work) and an iron and ironing board.No coffee or tea facilities unless you bring your own.There is a Starbucks approx 50m down the road and a restaurant and bar in the hotel.Please note that there is a facility fee of $29 per night. Apparently the travel agents should be telling customers but we were not aware of this. This is standard for majority of hotels in NYC and it covers the use of their WIFI, discounts on food and other facilities.Personally, this is expensive for what you get- a cost of $116 in a room that was very tired looking and badly in need of re decoration and a new mattress on the bed nearest the window.However we had a good deal regarding price and to end on a positive note, the room was attended to everyday, beds made, bins emptied, towels changed and water and toiletries replaced.The hotel is on 46th and 47th street and right by Times Square. The location is fantastic and so easy to navigate around the city.We would stay again at Hotel Edison but hopefully in a room that has been updated and redecorated.",4,KateBrooks,Feb-20
268,Overnight in NYC for Broadway shows,We were in the city just one overnight to see two Broadway shows and the Hotel Edison was the perfect location. We used their early checkin option to get into the room in the morning prior to our matinee and the package rate that included valet parking was a great value for the city. The room was clean and felt more spacious than the typical theater district room. We would definitely return to the Hotel Edison!,5,Andrea B,Feb-20
269,Top Notch Service,"I have stayed at the Edison Hotel many times and find the staff to be most accommodating.  The rooms are newly remodeled and pristine.  The location is perfect for Manhattan.  All destinations are easily accessible.  And Friedman's restuarant is a jewel.  Great food and great prices.  Perfect for before theatre dining.  I highly recommend the Edison for all travelers, both business and pleasure.",5,Eric,Feb-20
270,Great Architecture with Wonderful Personnel,"From the moment we walked through the door, we were greeted with smiles, hellos and great conversation. The murals and architecture were spectacular . We have every amenity available at our fingertips and Time Square was right outside the door.  We will definitely be back to visit soon!",5,Kathleen D,Feb-20
271,Make sure you upgrade ,"The hotel is in a fantastic location, walking distance to all main tourist attractions, restaurants, shops and theatre. We ate breakfast at the hotel on one morning and it was excellent, with good service. The down side to this hotel was our room which was awful. There were holes in one of the doors, the window was so thin it didn’t hold out any noise or draft, the bedding had holes in it, and the bathroom was the size of a postage stamp. We had no facilities in our room for making hot drinks. There was a hair dryer on the wall in the bathroom which needed to be condemned as it was dangerous. On the plus side, the room was always clean.Please don’t be fooled by the pictures of the rooms on the website, you only get these style of rooms if you upgrade which I would highly recommend if you plan to stay here.",3,Laura T,Feb-20
272,20 year Anniversary ,"A great hotel in a great location. The staff are friendly, helpful and attentive. The rooms are clean and well decorated, with good coffee making facilities. If you going to NY for a couple of days and want to see the. sights the the Edison is perfectly positioned and at a reasonable price",5,Simon H,Feb-20
273,Suitable,"The best part about the hotel is definitely the location. The room was smaller than expected but that's probably the norm here. Everything we wanted to do on the trip was either close by, or we were close to transportation to get there. The front desk is very kind and attentive.",5,Sunshine8241,Feb-20
274,Another great stay,This was our 4th time staying here and we enjoyed it as much as always. The rooms are small but have everything you need. We also don't spend a lot of time in the room. Everyone was friendly and helpful. We also enjoy spending an evening in the attached bar. The entertainment has always been great and this trip was no exception.,4,Sandy H,Feb-20
275,Excellent all round.,"My daughter and I stayed here for 5 nights and it was great. The hotel is two minutes from Times Square and near several subway stations. Fantastic location, right in the middle of Manhattan and an ideal spot to explore from. We were upgraded to a king size as our room wasn't ready and were also given vouchers for a complimentary breakfast. Great service by all staff, friendly and welcoming. The complimentary water in the room each day was a welcome addition as well. The rooms were spotlessly clean despite the decor being a little tired and the towels are the fluffiest I've ever known! Heating/air con unit was a bit noisy but we didn't have it on constantly as the room was quite warm. The hotel seems popular with school trips, so my only suggestion would be to ask for a room not on the same floor as the school parties. We were on the third floor and the students were running up and down screaming and shouting. The teachers sat outside our room one night, probably to ensure there was no repeat of the escapades. It happened a couple of times unfortunately. I didn't mention it to the hotel as it didn't spoil our stay but I would make sure I checked if I went again.",4,Louise A,Feb-20
276,Distinctly average...,"Very central but when visiting NYC, staying in Times Square isn’t essential. I’d definitely recommend staying a little further out, just an avenue or two. Times Square was so busy in the evenings, not as bad in the mornings. The noise was extensive when in bed at night and started around 4am again, luckily we were so exhausted we were mostly able to sleep. The staff on reception were not overly friendly or helpful at all. The lobby area is very poor, hardly any seats and full of people standing around, it’s pretty cramped actually. There is a bar on site which doesn’t actually belong to the Edison, very dark and not all inviting though we did have a cocktail and a pretzel which were very good! We didn’t eat in the hotel. The rooms were very basic and could have done with a little more furniture for  belongings. Beds were comfy and clean. Water bottles supplied daily. Definitely wouldn’t stay again as I think there are better available for the cost. Wasn’t at all enticed to spend any more time in the hotel than necessary!",3,Linda C R,Feb-20
277,Family Trip,"We had a Signature family room on the 14th floor and it was brilliant. It was clean, lots of room and we would definitely stay here again. The hotel staff were very friendly and they even left us a Anniversary gift in the room when we check in, which was a lovely surprise. The hotel is close to Times Square and in walking distance to many attractions.",5,Clare M,Feb-20
278,Great Location - Too much upselling,The hotel is conveniently located in the center of Times Square.  You have quick access to the 42nd St station.  We were allowed to check in early if we upgraded to the suite.  The suite was not what one would normally refer to as a suite.  The hotel is slightly dated but overall it was a good location.,4,Natalie,Jan-20
279,I LOVE NEW YORK!!! (and Hotel Edison!!!),"I want to thank Robbi Moss for his excellent hospitality in going above and beyond during my stay at Hotel Edison during New York Fashion Week. He booked me a beautiful spacious room on the 21st floor that offered nearby breathtaking midtown city views and anticipated my every need in providing a refrigerator, microwave and an array of fruits, chocolates, snacks and libations and even surprise treats on Valentine's Day!!! This was much appreciated service!!! He was very attentive in making sure that all my needs were met during my 6 night stay, including a delicious hot brunch in Friedman's, the attached restaurant!!! I could not ask for a more welcoming and special experience provided by Robbi. Hotel Edison is fortunate to have him! The remaining hotel staff were very friendly, courteous and efficient. The Times Square location in the theatre district is a short walk, subway or cab/Uber (always available right outside of the hotel front entrance) to downtown or uptown and perfect location to experience quintessential New York!!!Caron BryanCEO : Port City Models & Talent Inc",5,Caron Bryan,Feb-20
280,Returning a forgotten item,"I would like to thank Mr. Jonathan Bracero, the Assistant Director of Security, for helping us to return a forgotten item within our hotel room.  Jonathan was more than helpful in locating our forgotten item, and helping us return it back to our home in CA.Thank you again Jonathan; we greatly appreciate your professionalism and customer service!",5,E. Jencks,Feb-20
281,Fantastic Location ,"We recently stayed at Hotel Edison for 4 nights and it cannot be faulted for location. It is a 30 second walk to Times Square and close to a lot of shows, restaurants and bars. The subway was also easily accessible from this hotel. My only fault was that we stayed on the 4th floor which meant we could hear a lot of the road works outside. The room was basic, quite cramped but cleaned everyday and had good amenities like an iron and a good hair dryer. If like me you plan on spending your days exploring, then this hotel is perfect. We were also able to check in early, and we had a late flight home and were able to store our bags for $1 each. I would definitely stay here again.",3,caoimhet94,Feb-20
282,Not the best,"We stayed at Edison hotel for a week. Our room was very disappointing, dirty carpet, smelly wardrobe and bedside cabinets , bathroom really old fashioned. Air conditioning is so noisy that would keep you up at night. When we complained to Tex at the reception, he told us that this  is the room we booked! He was very rude and unhelpful. He also wanted to charge us twice additional  fees so we ended up having  long conversations with Manager. No apologies from any of them whatsoever. I would never stay in this hotel again.",2,Beata G,Sep-19
283,Great Visit,We visited this hotel with my daughter’s school trip. Very nice old style hotel in a great location. My daughter left behind some clothes and their security team was super helpful in finding them and sending them back to us! Great service- very much appreciated.,5,Robert G,Feb-20
284,very relaxing,"Hotel Edison is very close to time sq , it a very clean hotel and very nice staff. Walking distance to many of the attraction in NY City. The sub way is in walking distance also. You have 2 very nice resturants in the hotels. plus others around. When you stay in The Edison Hotel your in walking distance to m&m world, Hersey, the ave of the Americas",5,Dave,Feb-20
285,Ok... but not great.,"This was our first visit to NYC for my partners 30th. I had hoped that as the hotel knew it was a special occasion they could facilitate a nice room. However I knew this wasnt always to be so wasnt too bothered. The location is FAB! Couldn't be closer to times square, and great for hells kitchen for eating out. The lobby is very art deco and beautiful however the staff arent great. Very surly porter, and the queues for checking in and out were ridiculous. You wait for ages! And no one could use the touch screen check in system. So no idea why it's even there. What disappointed me most was the state of the rooms. Very shabby, carpets looked dirty and needed freshening up, the walls were stained and wallpaper peeling. The bathroom was so tiny it was crazy. If you're looking for location only then this is perfect but if you're looking for something with a bit more class and aesthetically pleasing then go elsewhere. Also - four rooms were put together so close that we could hear conversations through walls! Not ideal!!",3,becmac6510,Nov-19
286,Security Staff and Assistance,A special shout-out to Keith (Security Specialist) on the lobby of the Edison Hotel. He was always a helpful member of the security team and helped us get a coffee maker and coffee in our room at my wife’s request. Keith went outside his usual security duties and  mAde sure we received our coffee maker in the room. Such a helpful attitude will assure we will always stay at the Edison during our N.Y. stays in the future!,5,Keith W,Feb-20
287,Sensational!!!!!!,"What a wonderful hotel! Complete with friendly helpful door security, reception staff even down to the cleaners ! This hotel was the best choice for our romantic getaway to NYC. We were greeted on arrival and offered an upgrade to a superior king size room for $35 a night.... well worth it!!! The beds were so comfy, rooms were tidy and to make things even better after coming back in after a morning of adventures around New York City, our room was spotless and smelt beautiful! We were on the 17th floor and able to see the flickering lights reflecting on the brickwork outside our window.. that’s really how close we were to the heart of Times Square! We slept so soundly each night and rose each morning early doors to explore. Thank you so much for an impressive stay, it was truly faultless.",5,Tonitone212,Feb-20
288,Lovely Hotel!,"Fantastic hotel, great location and such helpful staff (special shout out to Keith in security who couldn’t do enough to help us) very clean room and housekeeping staff so polite! I even left $800 dollars in our and fearing the worst thought it may have been gone but the trustworthy and honest staff shut it in the safe. Only reason this post doesn’t get a 5 star is the incredibly small room! Once you open your case you can’t move! But for how long we needed to be there, we made do! We didn’t make use of the bar there but I’ve heard great things about the rum bar and entertainment. We had shows and sports events booked so didn’t have time. We had to check out early but were able to make use of the bag storage for $1 per bag. Door staff fab, overall a very enjoyable trip!",4,Kelly J,Feb-20
289,Great Experience for our Family!,"We visited NYC for a show last week ( SIX -- Next door ) -- We had a great experience -- prices were reasonable -- they had valet parking for car -- expensive, but easy!   We stayed in a family suite which had two doubles and a king in two rooms with a shared bath -- It was Fabulous - we all had a great night sleep and felt safe and secure at the Edison! It is 1-3 blocks to EVERYTHING we did from Ellens Starlight , to our show, to Johns Pizza to times square to Schmeckery Bakery!  -- Awesome experience in all!",5,Mikie,Feb-20
290,Poor ,"I wanted to stay in Times Square as my partner hadn’t been to New York before so I wanted her to have access to everything and to be honest location wise this place is amazing. Also the restaurants are fantastic too however that’s where it finishes. The first room we were given was hurrendous, wallpaper peeling off the walls, linen marked and had a hole in, the bathroom was so worn the sink had different colours in the bowl and the smell wow let’s just say damp! I’ve never asked to move rooms in my life but I had to. When we spoke to reception they kindly found us another room and whilst in comparison to the first it was better it was still awful and the bathroom was tiny. We actually looked at booking into another hotel nearby after the first night but it was so busy the prices were extremely high. I’m not sure how the hotel gets the rating it does unless we were out in old rooms and the rest are lovely but I will never stay here again.",2,LloydHolliday,Sep-19
291,Valentine's Weekend made Perfect,"The Edison Hotel is the perfect place to stay! Located a block away from Times Square, the Edison is the ideal place to stay for anyone who is staying in NYC and looking to take in the beautiful sights of Time Square or going to see a show on or off Broadway. With plenty of shopping to do in the area, The Edison is located within a few blocks of anything you could ever need. The hotel itself is filled with the most friendly and accommodating staff who went above and beyond to meet all of our needs. My girlfriend and I had a wonderful valentines weekend and it was all thanks to the Edison Hotel. I absolutely recommend the Edison Hotel to anyone who is looking to stay in NYC.",5,Eyal K,Feb-20
292,Avoid room 430,"I'll start out by saying the location is perfect! Great walking distance and perfect for theatre district. Another positive is you can have your luggage held for $1 a bag (before or after checkout). Other than that, I'd rather stay at an, average Hilton, Fairfield, etc. Upon reservation I informed them it would be our daughter's first trip and asked for a decent room (as they take special requests). We got room 430, which was horrible. We have windows that look at walls. The heating unit banged all night the second night! I've literally had 3 hours of sleep the last night there and about 4.5 the night before. I'm not talking about a little cling/clang. I'm talking about loud banging and waking you up if you were asleep. The past night it was consistent from 1am-4am. The bathroom sink is the only thing updated and it's lacking any room to put belongings on. The bathtub is chipping away (not that I care, but I expect more for the price and for this hotel). Honestly, the price doesn't match the service received. You pay a $29 facility fee that includes your internet (but it rarely works - at least in our room). Doors are constantly slamming around our room at all hours as well (I'm sure there is something cheap to help soften that for guests comfort). I was going to do online checkout, but couldn't even do that because Bill was incorrect. They gave us a $20 food credit when we booked direct and it's not showing correctly (or at all). Positive was no issues at all adjusting bill when I checked out. I know it's NYC and everything is priced up, but it's hard to justify spending money here when you can't sleep and don't have basic accommodations that other hotels offer for $100 a night in other locations (coffee, basic breakfast or snacks, updated, wifi thar works, and no banging heating units).",3,nmarcum03,Feb-20
293,1st time New York,"Stayed at The Edison for 5 nights. 1st time in New York for both my partner and myself and this hotel was perfectly located round the corner from Times Square, all Broadway shows within walking distance, close to all bus tours and some amazing restaurants. The rooms very clean and maid service daily also irons, boards and hairdryers in the room. The safe was very easy to use. Check in and check out very quick and efficient and all staff very friendly and approachable. Would highly recommend this hotel and would book again.",5,Laura,Feb-20
294,Excellent location and very clean,"This hotel is very basic in the rooms - but believe me, you do not spend enough time in it to be bothered.The beds are firm but comfortable, but there was literally only the beds, a desk and some bedside tables.Do not let this comment detract from the fact that the room was perfect! The hotel is well maintained and very clean. This is one of the cleanest I have stayed in. The staff are very friendly and all so lovely! The only thing that spoilt our good nights sleep was other people staying in the hotel! There seemed to be a large group staying on floor 5 who thought the lift area was a lobby (and unfortunately our room was opposite the lifts) Overall, a fantastic hotel though - I can’t praise it enough especially being so close to Times Square and all the amenities!",5,lornalion,Feb-20
295,Great,"Me and my partner stayed here in December for a city break. We really enjoyed our stay here, the room was big enough for 2 of us and had everything we needed. The heating unit was too loud but we didn’t need it on and the bathroom was on the small side but this didn’t bother us. The hotel is in the perfect location and is about 1 minute from Times Square which was really convenient. The staff were friendly and security always checked you had a room key before using the lift which made us feel safe. We loved our time in NYC and would love to stay here again!",4,Rachel,Dec-19
296,"Lovely hotel,amazing location","I have just returned from a 4 night stay in Hotel Edison. It is a lovely quaint art deco hotel set right in the heart of Broadway so excellent location if you are seeing any shows. It is literally 1 minute walk from the hotel to Times Square. There is supposed to be a set fee taxi fare from JFK to central Manhattan. I don't know who sets it but our journeys to and from the hotel were $62 into NY and $75 to the airport and that wasn't including tips. On arrival at the hotel the outside was covered in scaffolding so obviously some building work going on but we never heard anything in the time we were there that disrupted us.Check in was quick and friendly. We were allocated a classic room with 2 queen beds on 12th floor (room 1219). Classic means it hasn't been refurbished. I heard someone asking at reception and I believe it is $25 per night to upgrade.The room was large with 2 beds, as we requested. The bathroom however was tiny and we didn't manage to get any hot water from the shower, always just Luke warm. The room, though dated, was spotless. The beds and pillows were so comfortable. The only down side was the ice machine was straight opposite so I was awoken a few times with people getting ice but it really wasn't an issue.Loads of places to eat within a 10 minute walk of the hotel. Perfect location for theatres. Overall a very enjoyable stay and I know I'd happily stay again if visiting NYC.",4,Wendy G,Feb-20
297,Amazing,Lovely hotel Fantastic friendly and helpful staff and perfect location  would defiantly stay here again I couldn’t fault this hotel from check in to check out everything was perfect Thankyou to you all for a  wonderdul stay in New York,5,kimcassidy3,Feb-20
298,Adele @ the tour desk,"Adele was so helpful! She got us a quick shuttle to go to the airport, and informed us of future discounts and things that she can help us with— and we didn’t even stay at this hotel! It was so kind, hospitable, and courteous of her to help and execute our wishes!",5,LL18,Feb-20
299,Great Location,"My daughter and I stay here for the New Year.  The location is great as it is very near Times Square where the program and the ball drop will take place.  The hotel has nice restaurants - Friedman’s, Bond 45 and Rum House where you can go to especially when you don’t want to brave the winter cold.  It is easy to walk or get a ride from the hotel to all the must go to places and the theaters.",5,Jane4Jayne,Jan-20
300,Grand Hotel ,Nice hotel tucked in the side street of time square. Absolutely safe and secure hotel with great customer services. Stayed here for 4 days and the rooms were very spacious and clean. The bathrooms could be a little upgraded but everything else was perfect. Nice and polite staff members  with a great breakfast menu too..,5,UD74,Feb-20
301,Solid Hotel in the middle of everything,"We always try to stay at the Edison when visiting NYC, central location, great staff free happy hour and Friedman’s on site are all great.  Some family rooms are much better than others, this time we got a so so room, but overall great experience",5,OrcaHombre,Feb-20
302,Fifthy Years Later,"We celebrated the 50th anniversary of our honeymoon at the Edison and were delightfully surprised. The staff had read our message as to why we were visiting and greeted us with a bottle of bubbly and a few other surprises. Our last visit there had been about 10 years ago, and it then seemed to have gone to seed. So we were amazed to see how much the Edison has upped its game. Our room, albeit a small single on the 17th floor, had been completly redone, new bath with tiled shower, new windows, new carpet and fixtures in the hotel's art deco style. The room was exceptionally clean, as were the hallways, which has also been recarpeted and updated in the art deco style. The front desk staff was very friendly and accommodating, although the check in process took a bit longer than it should have. Our only complaint was about those pesky daily facility fees. If you are visiting the Theater District, stay at the Edison.",5,Frank X,Jan-20
303,In the heart of Times Square,"Nice hotel right in the heart of Times Square, NYC.Unfortunately, I had booked a room with two queen-size beds but was instead given a mini studio because they were ""over-booked""! My adult daughter ended up having to sleep on the sofa bed. I had booked and paid Singapore $794.76 for two nights' stay and the hotel insisted they could only waived the US $50 service fee for the two nights' stay. Other than the above said unpleasant start to our vacation in NYC, the stay there was generally good, as was the service and breakfast offered. The tight security was especially reassuring. If you are looking for a hotel at the heart of the action in Times Square than this is the hotel for you. Great location surrounded by shops, F&B outlets, theaters, convenience stores and much much more! The subway station is also just a short walk away.",4,Peter S,Jan-20
304,Romantic Getway Wekend,"Terrific location, convenient to walking and subway.  For New York, prices were reasonable.  Room was small but comfortable and clean.  Little extras were nice, like umbrella to use in room.  Bathrooms were modern.",4,Patricia B,Feb-20
305,Double birthday celebrations ,"My husband chose this hotel when we were presented with 4 options at our travel agent for hotels in time square. I always read trip advisor before I book anything and like to always review the good and the bad . Ok so we arrived at hotel tui had put a note on our booking to let the hotel know we were celebrating our birthdays. Check in was ok , but no information given as is to where the room was or directions to getting to it. We were advised that a colleague would assist with our bags , when he did come over and asked if we wanted assistance my husband said it was ok we would manage . So he just walked away ! Got to our room , looked lovely and there was a nice package on our bed with some local information and snacks and a card with birthday wishes. Thank you.  We quickly got out and about , came back and I noticed there was a loud noise . On inspection there was an air conditioning unit below our window plus we were next to the electrical cupboard. I am very sensitive to noise and also had a migraine so didn’t help. I went to front of desk whom were helpful by given me a further 2 rooms to check . But 1 was next to a staff cupboard and slightly dated and the other onto time square so the lights and more noise . Decided to stay put we were given ear plugs to help.  I am glad we did stay in the first room as it was not to near any other guests . I would recommend that the windows in hotel are sound proofed as I felt we were sleeping with them open. Bed was comfy , I am slightly OCD when it comes to cleanliness and I did notice a lot of dust on the bedside tables and the wall above the bed . I know not a big deal but an attachment on the hoover would clean this . Daily housekeeping was done (apart from wall) . On our 3rd day I noticed pending amounts coming from my bank acc for the hotel , I was aware we had a tax charge of $200 to pay but was told by travel agent at end of the stay , so I queried the pending amounts ! Was dealt with by manager as they take these amounts every few days till it reaches the total for the stay, at no point was I made aware of this . But was efficiently dealt with and I paid it there and then rather than these amounts daily . I was assured by manager that staff should have explained this at check in. Overall we enjoyed our stay and the location of the hotel.",4,Lisa S,Feb-20
306,Karen,"Terrible room on floor 7. Window was propped up with a bible. Stains on the blind and view overlooking a yard. Moved to floor 5, not much better but not as claustrophobic as the previous one. Only stayed 2 nights but if we had stayed longer we would have upgraded. The manager or receptionist made it clear that we could pay for an upgrade but he wasn’t giving us one for free �On a positive note the reception area looks clean and the location is perfect.",3,Karen H,Feb-20
307,Great Location,"Location is great, hotel staff are friendly and welcoming. Door Stewards and hotel security are great and always checking you have your room key and how many guests are with you, safe feeling. Air conditioning is amazing (Summer) however the heating (was cold) leaves a bit to be desired as it’s very noisy. Would still return!",4,Mcgrumps,Feb-20
308,Love our Kevin Brown and Hotel Edison,Kevin Brown we is our favorite bell man. We have been coming to the hotel Edison for 17 years and we have known him that long. He treats us like family and it's so great to see him every year and hear about his family and his grand kids. We recognize many of the staff when we arrive from the door man to the bell man to the front desk people and it's so nice to see the same faces every year.... we will continue to come to the hotel Edison annually. We love the Rum House in the lobby as well as the new Bond 45 restaurant at the back of the hotel and the new lobby breakfast restaurant. Love NYC and it loves us ���,5,thatgirlz,Oct-19
309,Edison hotel,"We stayed here as a couple for 4 nightsThe hotel is on 47th street , 1 minute walk to the centre of Times Square , ideal location The hotel is Art Deco , a quick check in , bag porter took up our bags to our roomThe room small and basic , bed was high , firm mattress , very small bathroom , downside no view from the room we faced back of a building , no tea or coffee making facilities, but water was provided The room was adequate for our needs as it was just a base point for us , we would stay here again as it was bang next to Times Square , but would like to have tea coffee facilities and a decent view",4,happyfamily1107,Feb-20
310,"Several Problems, Amazed that staff could not care less!","In all fairness, I will list both the good and the bad. First the good,Amazing elevators, never any wait, screaming fastDoormen on the street are awesomeMost of the staff very helpful and courteous, Lobby is well done, Good security to protect residents, Very good in house restaurants, Endless hot water.Hotel Fails1.	HVAC roasted us at 85 degrees first three nights,  System non responsive to Thermostats       2.Doors slam incredibly loud, if left to close by themselves, come on management, buy some foam stick on dots, to pad the closing. No one wants to hear doors slamming all night long. Easy fix. Do it!       3.Maids for some reason felt compelled to leave a full size  cart right by my door, 24 hours a day. Guess what, the trash bin on the cart stinks, and I don’t want it by my door. Somebody please fix this????       4. Requested service at 1 am since the heater was about to start a fire. They sent an engineer up here who reeked of alcohol. He obviously didn’t know what he was doing based on the second engineer that was sent to our room and looked at him incredulously.  The outdoor temperature was going up and the engineering staff even told us that they had forgotten to turn off the boiler, which is why our room was so hot even though we had the air on cold and set to the lowest temp. So at 2 am, when we were ready to sleep, but couldn’t, they came up and removed the panels covering the hvac units and shut the valves that run into the unit for the heat.        5.  No one has reviewed this room for maintenance recently. Handle for tub is loose, and one side of the toilet paper holder is loose and the toilet paper falls off if you don’t carefully unroll the paper. Some grout missing in shower back wall. Scratches and wallpaper missing on parts of the wall.       6. Main room master bedroom mattress is collapsed on the edge where everyone sits down on the edge of the bed. You have to sleep in the middle to get a level surface. Come on guys, the mattress is worn out replace it.        7. bathrooms are a bit small,  be prepared.  Very hard to place personal items by the sink. Definitely only one person in there at a time.Stay away from room 1527 ! The worst part of the entire stay was when we checked out. When we informed of all the problems we had experienced at check out, the desk personnel had no empathy at all, offered no apology, nor suggested a remedy. They literally could not have cared less. Fine, I'll never go back!",3,Talltexan14,Jan-20
311,Outstanding service and location,"Travel to New York for a “white Christmas “ that did not happen but what really happen was the excellent service delivered by the Edison’ staff. We recommend this hotel for their cleanliness, room service staff attitude, specially from Lilly at 8th floor, and location. Not first time there but honestly not the last one.",5,Max C,Dec-19
