,reviews_title,reviews_text,ratings,author,stay_date
430,Broadway Birthday visit,"My husband and I booked our stay at Hotel Edison because a friend recommended it. Although our room needed updating, it was clean, spacious (rare in NYC), and comfortable. It appears that the entire hotel is in the process of renovation. It’s looking great. What sets this hotel apart is the attentive service of the staff. Everyone is welcoming and helpful. The guest relations team found out it was my birthday and sent surprise treats to my room. The location is perfect for those attending shows in the theater district. We plan to return soon!",5,amckee56,May 2019
431,Hot Edison,"Booked here recently for my first time in NY with some friends. The location is great, so close to everything. The room was fine, just the bathroom was very tiny. The staff was very kind to us our whole stay and security was very polite as well. Overall the stay was fine considering we spent very minimal time in the Hotel anyway. The best thing about the hotel was on our last day we met Robert who was an employee there. He was the best!!! He was so polite, informative and helped a ton! I would stay here again. I am giving this 4 stars because of some inconvenience that happened as we were checking in but was quickly taken care of by the manager.",4,Vanessa Agnello,May 2019
432,sejour a hotel edison,we have spent a fantastic travel in new york at edison hotel. We got a comfortable and big room.Edison hotel is really on times square which is the real heart of manhatanA special mention for FEHAT BEGOUI who is a sympathetic and helpful porter,4,Claudio T,May 2019
433,Okay,"The position is great, I chose a superior room which was good too, no view at all like advised but I was ok with that, what baffled me is the fact that this hotel is run like they don't know they have hundreds of guests. The lobby is pretty small and they only have 2-3 receptionists on the floor, which makes checking in/out a very slow process due to the super long lines. Y'all charge 250$ a night, you can afford to have more employees to make the service smoother.",4,LauraW,May 2019
434,Good hotel.,"Walking distance from Penn station, Grand central terminal, Central Park and theaters. Metro stations very close too. Windows soundproofing is bad. I recommend earplugs in this hotel. Loud noices from Times Square and air conditioning might disturb your sleep. Otherwise the hotel is clean and well managed.",4,Marko P,May 2019
435,Easy 1st experience,"I stayed here for 3 days and had a pleasant time. The room and hotel met my expectations. It was a super nice location within less than 5 mins walking distance from Broadway and seconds walking distance from Times Square. I felt safe in this hotel and really appreciate that guests have to show their hotel key card in order to access the elevators. The housekeeping was great and friendly. Check in and out super easy. I use hotels as places to just merely sleep, not to lounge and relax so I had no problem with the small size and I totally expected it given that it is NYC. The room was clean and the bathroom nice! I liked the old-time feel and decor. The concierge at the transportation desk was really helpful, nice, and did her job well. I recommend this hotel. If you're worried about getting an unrenovated room I suggest making sure you book a signature room and then email to confirm that the room will be renovated. I did this and they got back to me right away and came through on their word. I'd stay here again. I knew it would cost more to stay at this location but it is the location I wanted so I was satisfied completely. Thanks!",5,laursav,March 2019
436,Revisiting the Edison,"I used to stay here regularly but I decided to try some other places. Last week I was back thanks to a promotion of their signature rooms and I was not disappointed. My room was lovely and had every amenity that I look for in a NYC hotel: comfortable bed with nice linens, a very nice bathroom, a generous closet, bottles of water replenished daily, coffee maker. The Edison staff is excellent in every department. Housekeeping is efficient, the front desk and transportation desk folks are very helpful, and security is visible and effective. The hotel is in a very busy part of Times Square and the lobby is often full of guests arriving and sightseers looking at the historic decorations. The security guards have the elevator bank buttoned up tight. I’m a woman traveling alone and I always feel safe. The restaurant that replaced the old Edison Cafe is great. The fitness center is good. And then there’s the location. Out the front door on 47th or the back door on 46th, you can walk to many of the Broadway theaters in 5 minutes or less. Subways are close by. And the heart of Times Square is a few steps away.The Edison is a gem, a perfect choice if you want the energy of NYC outside your front door and a serene place to relax inside.",5,SuzyQSB,May 2019
437,"Great Room, Great people, Great location!","We arrived early and were going to leave our bags because we had a show to catch, but they had our room ready and the front desk. Marisela was able to get us in and we were able to get settled before our show. The bed was comfortable, the room was plenty big for two of us, and the location of the hotel was perfect. We will be back!",5,RedKitty13,May 2019
438,Perfect Place to Stay,"We cannot say enough positive things about our stay at The Edison Hotel. Met two other couples as part of a college mini reunion.  Staff, cleanliness, responsiveness, Hospitality, decor, location, location, location.  Loved the Tuesday night get together in the lobby.  Made our stay so personal.  Top notch from start to finish.",5,CRKandKAK,May 2019
439,Best Hotel Stay We've Ever Had!!,"We really enjoyed our stay at the Edison, after being dubious about previous reviews at the end of last year we were pleasantly surprised, minus a couple of minor issues (not informed about health and safety waver for terrace door on arrival and an issue with our shower which needed to be reported twice) service was excellent as was the location. The room was smaller than anticipated (Signature Room With Terrence) but was more than adequate although badly needed a dust on arrival. The best thing though was the bed, it was absolutely sublime! I know its a Sealy Posturepedic but if you could tell me the EXACT model I would be forever grateful as I would like to purchase one! Would definitely stay again!!",5,Marc S,April 2019
440,Great hotel,Stayed here last week for 5 nights and we had no problems at all. Hotel does just what you need. We were on the 21st floor our room was small but had everything in that we could possibly need. Rooms cleaned everyday fresh water left which was a nice touch. Friedman’s bar was lovely both food and drink. Hotel is perfect location for Times Square aswell. Can’t think of anything bad to say about this hotel will defo be back and would recommend,5,stacie k,May 2019
441,GREAT LOCATION,"Great location! Rooms are great. Clean rooms. Staff is friendly and helpful. Highlight for TEX at the reception, extremely considerate, willing to help. TEX speaks fluent Portuguese which helps us a lot.",5,patterezas,May 2019
442,Great place. Fantastic staff,You can’t beat the location. Rooms are great. Fantastic value. Plus Eric at the front desk bent over backwards to help me. Great guy!!Staff is friendly and helpful.   I’ve stayed there many times and highly recommend the Edison!,5,Neil,May 2019
443,Absolutely the best hotel to stay in!!!!!,Stayed here with my sister 12th- 16th May 2019 last week.Staff were super friendly as soon as we arrived.Hotel room was great.The most comfy beds ever. Second time staying here and was wonderful. Will definitely be back.The rum house was great with really tasty cocktails,5,Karen201330,May 2019
444,Don’t stay here if you drink coffee ,"Edison advertises coffee makers in room. They have 15 coffee makers for 18 floors of rooms. False advertisement is what you get, not an in room coffee maker. Management says says most people go out for coffee!!!!!!!!!So, if you want an in room coffee before you get dressed in the morning, stay somewhere else.",1,Adventure292965,May 2019
445,New York,Hotel in perfect location couldn't get better. Rooms were very clean but could do with updating. Most of the staff were very friendly But have to say the door man his name was Bobby was fantastic helped us so much was so friendly and so accommodating made us feel very welcome.Only downside of hotel was they didn't explain tax charges at all to us. But would recommend hotel.,3,Viola,May 2019
446,Nightmare hotel,Stayed here back in Jan 2019. The room we got from  the start was a disaster. The room was as cold as a morgue. On checking the windows to see were they opened we found that one window was slightly opened and it couldn't be shut tight. Reported this by no one came to fix it. And the heating system was like having an ice making machine in the room. The very loud noises it produced was absolutely wild.. impossible to sleep. On our last night a tiny mouse ran out from under the bed we were horrified to say the least. We were offered a room change didn't take it because we hadn't packed and we were leaving in a few hours. Just not acceptable for 2019 I would  never stay here again..,2,BelfastMaria69,January 2019
447,"Great rooms & location, disappointing customer service","The hotel has an amazing location for exploring on foot, and rooms are very clean and nice, for NYC its also a very affordable option and we had a great stay here until checking-out. The downside to our stay unfortunately occurred at check out and afterwards. We had a pre-paid voucher stating the resort fee price per day, which was very different to what the hotel tried to charge me when leaving. After some confusion and discussion, the supervisor on duty agreed to wave the resort fees for us, and as we were rushing to the airport we thanked him and then left quickly. I noticed a week later the hold on my credit card had cleared and they had in-fact taken the money out, this was almost a month ago now and I have sent 3 emails (all a week apart to give the hotel time to investigate and without seeming annoying to them) and to both email addresses listed on their website, and no one has even bothered to reply to me or any of my emails asking for help. I work in the travel industry and was looking forward to recommending the Edison but my thoughts have now changed.",2,Monica,April 2019
448,"Nice hotel, very central",Best thing about this hotel is it’s location. Just off Times Square!Room was small but clean. Staff where helpful and friendly.  Noise isn’t an issue. We didn’t eat here so cannot comment on the food. I would stay here again.,4,Stephen Q,March 2019
449,What a view!!!!,"My sister in law and i descend on NYC 3-4 times a year...... The Edison has become by far our favourite!!! Just a hop skip and a jump from Time Square, anything Broadway, and the food....oh yes the food....whatever you crave you can find!!!! Our room was on the 21st floor and had what must have been the biggest balcony in the hotel!!!! Amazing!!!! Security, at the elevators and entrances is rock steady, Jonathan (SLO Lopez), was our go to guy!!!! But, Robbi Moss, Guest Services, couldn’t have made our stay any better. Extremely knowledgeable and genuinely friendly. Excellent service from all.....Friedman coffee bar is delicious BTW!!!We will be back!!!Brenda & Marie",5,Brenda Breeze,April 2019
450,Great base for sightseeing,"My wife and I stayed at the Edison from 29 April to 6 May, on our first ever visit to NYC.Now, while I've given 5 stars, there is one negative I'm going to mention first. Our room (2008) was on the 20th floor; even so there was significant noise from traffic & activity in nearby Times Square. Trust me, you'll need earplugs. If I could suggest one improvement, it would be to improve sound insulation.Right, that's the one and only negative.Reception and staff in general - without exception, staff we dealt with were pleasant, helpful and informative. A great team, congratulations all round. A bank of six elevators (or was it eight?) meant you didn't wait long at all. Big plus. Our room was a Signature room with Queen size bed, facing the street, and was both spacious and well-equipped. Extra tea & coffee was available on request and delivered promptly. Full marks here.Facilities - aside from the reception, the room and the Happy Hours, we didn't really make a lot of use of these. No reflection on the hotel, we just were out and about most of the time. Free phone calls available, as is free Wi-Fi (with the Wi-Fi, you need to re-register every 3 days, no big deal, I found). Location - hard to beat. Half a block from Times Square, 5 mins walk from subway stations and several big attractions within 10-15 mins walk. Plus, while the area to the west might not be the most upmarket, it seems pretty safe and if you venture further along 47th Street you'll be rewarded with plenty restaurants, stores etc. that will not break the bank. To sum up, we loved the Edison and would heartily recommend it. Just remember to pack earplugs lol!",5,Ryohei,May 2019
451,"Location, Location","Close to everything. Our room had 2 queen beds. Could use some hooks to hang, stuff, especially wet clothes after being in the rain. Bathroom small but manageable. We had a Kuerig coffee maker. Bottles of water, no fridge. Overall friendly staff.Would recommend this hotel.",4,MillieEdmonton,May 2019
452,Superb stay!,"I got the Royal treatment! The atmosphere, the room, the food(tantalizingly delicious), and the staff were far better than expected! De'Marcus in Guest Relations is the shiznit! Give that man a raise, ya heard!!",5,awalkinpeace,May 2019
453,Times square,Friends from out of town  visiting. We decided on the Edison and we're not disappoint.  Stunning views. Easy location a fine. Seconds away from all the entertainment. Restaurant and bar excellent. I would recommend and I would not hesitate to stay there again.,5,rckct,May 2019
454,Excellent choice,"Location great. You step out of the hotel and you are right next to Times Square. Staff extremely helpful and friendly. Although the hotel is old, it has so much character and very clean.Would recommend staying at this hotel. Value for money.",5,Brian A,May 2019
455,A Stone's Throw From Everything,We arrived at 10.30pm last Friday night to this fantastic hotel. Reception service was very swift as we were in our room within minutes.As said by many before the rooms aren't huge but it wasn't small either and it was perfect for our stay.On walking out of the hotel you look right and see the bright lights of Times Square a staggering 75 yards away. Thos hotel is central to everything. It's simply a perfect base to explore what New York has to offer plus there's an awesome Irish bar (one of many we visited) literally next door.There's theaters at the front and the rear of the hotel and many others within a maximum 10 minute walk.We really couldn't recommend this hotel enough.,5,Welshles,May 2019
456,Perfect Base,We stayed for 7 nights. Found rooms to be spotless. Bathroom was a little tired and needs refurb but was spotless and this would not turn my experience into a negative. Staff were extremely helpful. We booked shoes and Yankee games with Alex in the lobby. Unfortunately the game was cancelled after sitting in the stadium for 2 hours while being told it was only going to be delayed. We tried to get a refund in the stadium on the night but were sent from one box to another with no success. However when we returned to the hotel and spoke to Edel this morning she said she would see what she could do. A couple of hours later Edel informed us she has got us a refund. She has gone personally to The Yankees Stadium and fought for our refund. The stadium is quite a distance away so I feel she has gone above and beyond her job discription and the hotel should be extremely proud to have such an employee.We will definitely be back and cannot recommend the hotel enough for its location and friendly staff,5,marion m,May 2019
457,Above and Beyond for their Guests!,"At the tail end of our long weekend in NYC to celebrate our daughters 13th birthday, she became ill and needed to have emergency surgery. The “big name” hotel we had been staying at did NOTHING to help us and in fact told us we had to be out of our room at noon WHILE OUR CHILD WAS IN SURGERY! We called the Edison who welcomed us, checked us into a wonderful room, and bent over backwards our entire stay to help us, checking in on our daughter when she came home fromThe hospital and doing everything they could to make us comfortable.  Skirt  and Tony at the front desk, tommy at the bell station, and Scott Greeis the GM were absolutely amazing and made us feel like we were at home. Our room was comfortable and spotless clean, the restaurants were fantastic, but most of all the people checking on us every moment to help and make us comfortable will Never be forgotten.  The Edison is the hotel we will stay at every single time we come to NYC fromNow on! Perfectly located and the best, old fashioned customer service! Stay here! It’s awesome!",5,KimberlySANDIEGO,May 2019
458,Perfect Location with Friendly Staff,"I was celebrating my 50th in NYC on my own but felt totally safe and taken care of at the Hotel Edison. The location couldn't have been better to suit my plans! The staff were super welcoming, making sure i had everything I needed, including a bottle of water while I waited 5 minutes to check in. My room was not fancy but was clean and just what I needed. I would go back to stay there tonight if I could!",5,Arlene C,May 2019
459,Underwhelming but well located,"First, the only reason they’re getting two instead of one on their rating is that someone finally reached out to me regarding my poor review on Google.  The room was extremely small and the toilet was located entirely too close to the bathtub. Like it was not possible to sit square on the toilet. Granted, I am not well acquainted with New York hotels, but it felt a bit like sleeping in a closet.  I paid which felt like a fair price initially, but failed to realize that I would be charged an additional $200 at check out due to a daily use fee. I understand that this is pretty common in hotels and I’m sure it was in some fine print that I neglected to read. As far as location goes, it’s excellent. Very close to time square, the shows, and the subway. The hotel did not ruin my vacation but I would not stay there again.  If you’re considering a stay here, I would only stay if a suite is available. In the photo of the room, my back is pressed up against the wall by the door. The room was the size of two queen beds.",2,Johnathan D,May 2019
460,Special New York Weekend,"The moment we arrived we were treated excellently.   The front desk made sure that all our needs were taken care of and had reserved the perfect room for us ahead of our arrival.  It was ready before we were supposed to check in and contacted us while were were out to let us know.The room was very clean and exactly what we needed.   I have stayed at the Plaza Athenee and this staff treated me just as beautifully as they would have.  The location was good for our needs this trip and would stay there again,",5,janetvitolo,May 2019
461,Frequent traveling couple from San Diego CA,"Perfect location for theatre goers. Our theatre was across the street! . Hotel staff went above and beyond to make sure we had a wonderful experience.  Comfortable, clean room, lots of hot water for showering. Twice weekly Happy Hour with delicious appetizers, Very good musical entertainment, free! Stan and Virginia",5,sanfranciscocitygirl,May 2019
462,New York,"Just stayed in the Edison and can say that it was a great stay. The hotel was art-deco style which we all liked, very clean and the rooms were excellent. As it was for our 50th birthday the management had left a goodie bag for each of us which was a lovely touch. Right beside Times Square which was great. Can easily recommend this as a place to stay.",4,Brendan,May 2019
463,Helpful desk staff,"Shirley at the front desk helped make our stay very comfortable, and accommodated an early check-in for us at the last minute. Everyone we encountered at the hotel was really nice, and the renovated room was perfect for our needs.",5,Zach,May 2019
464,Mother's Day Delivery,"I had called Hotel Edison to order Room Service for my mom for Mother's Day. Unfortunately, after many phone calls and being transferred many times I found out that Hotel Edison does not offer room service. Thankfully, after multiple attempts I reached Robbie and Jacqueline in Guest Relations. Robbie was FANTASTIC. He could hear the frustration in my voice after speaking to many individuals at the hotel and he went above and beyond to make both mine and my mom's Mother's Day extra special. Thank you to Robbie and Jacqueline for their kindness and generosity to go above and beyond to make my mom's Mother's Day extra special. Robbie, your thoughtfulness was very much appreciated!",4,Nicole Faster,May 2019
465,Worst service I have ever experienced,"Unfortunately our visit with Edison was very dissapointing. The hotel itself is okay as a three-star in terms of standard, but the location is amazing. The staff however, is the rudest I have ever seen. Staff in the bars were pleasant, but the «service» staff in the desk for booking transfers to the airport, and when asking for the staff to help us hang up the curtain in our room that fell down (!) we had to ask three times in two hours when really wanting to go to bed after a 16 hr flight, and then we were yelled at because «a ticket was already in». It’s a shame because the hotel could easily be a good hotel given the fantastic location, but the staff completely ruins it. I would never EVER stay there again. Shocked!",1,Relax566490,May 2019
466,Miss charlotte routledge,"I have had the best time staying in this hotel. This is my first time visiting New York and the location has been ideal as it is so easy to get to everything I have wanted to see. The hotel is clean with spacious rooms which I was told would be hard to find in New York. The thing that has stood out most for me though is the staff, they are second to none. They can’t do enough to help and are just so friendly. The hotel also have a happy hour on a Friday that I went to with my mum. They offer complimentary food and drinks with a free raffle and amazing singers. We met de’Marcus at this evening who works for the hotel and oh my goodness he is the most fabulous person in New York. I hope everyone that comes to New York gets to meet him because he is sunshine in human form!! He is passionate about his job and wants everyone to have the best time. I watched him go round and talk to all of the guests and it was as if he was friends with everyone and genuinely cares about everyone. Thank you for looking after us and all of your guests. You are the best! Xx",5,Charlie R,May 2019
467,Beautiful Hotel,Great service! Everyone was so sweet and kind! The housekeeper was amazing. We’re from California so our schedule was off by 3 hours in waking up and she respected that. The hotel is literally right next to Times Square and close to everything! Love the view of all the surrounding buildings. Will definitely stay again next time!,5,Jessica Alvarado,May 2019
468,Best thing is Location,The only thing that saves this hotel is its location. Reception staff are gruff and condescending. Rooms are in need of a severe makeover. There is no value for money at this hotel with others close by for similar costs. Would I stay again? No.,2,Global Gazr,May 2019
469,"Great B'way Location, Historic Site, Nice Rooms & Affordable!","Stayed 4 nights with our Osher Life-long Learning group; perfect location for TKTS (1/2-price booth on B'way). Updated, upgraded rooms nicer & more spacious than in past years.  All staff friendly & helpful...we had minor water leakage problem which maintenance took care of promptly & cheerfully. Housekeeping folks do fine job; rooms immaculate (thanks, 'Kwancheewa'). Manager, Kim Confesi, a welcome presence meeting and greeting us guests...always a positive example & good to see!NOTE: Edison popular with international & tour group visitors... so book ahead ;-)",4,wildswanDelaware,May 2019
470,Decent but better options.,"Visited in December for a special birthday of mine. My partner had been advised by numerous people to request a small surprise, which the hotel happily does for many guests, however this was not the case for us which was quite disappointing. Room was on the 6th floor, quite basic and the wallpaper was peeling away from the wall but it was a long day of travel so we didn’t kick up too much of a fuss. Room was adequate for the amount of time we were in it however the free wifi cut us off on day 3/5. Further, the resort fee was not taken from our credit card until approximately 2 weeks after our return from the hotel, which I found quite strange and unnerving. When I check out of a hotel I deem our interaction to be complete and would much have rathered this fee been paid at check in/out rather than during Christmas week.All in all, a central hotel that provides basic rooms for the NY price point. I wouldn’t not recommend the Edison however I am returning to the city next Spring and will be chosing another hotel.",3,Amy,December 2018
471,Great hotel great location,"We travelled as a family of 4, 2 of whom were older teenagers we had a signature family room on the 19th floor it had a closet including iron and ironing board and umbrellas which we missed at first also the family room consists of 2 rooms one with a huge bed and the other with 2 queen beds great for the kids each room has a TV and the bathroom is good and there were always lots of towels and refreshing of the complimentary shampoos and conditioners was a daily occurrence also the room has a safe a fridge and a microwave and a coffee machine. This hotel is just off Times Square so if you want peace and quiet don't stay here because you are in the heart of the madness!! It suited us down to the ground as a perfect base for all of Manhattan's most iconic attractions.It's not cheap but this is NYC and nothing is but we would definitely stay here again the staff were lovely and helpful the hotel is very secure and the beds are very comfortable, what more do you need.",5,Edconmom,May 2019
472,New York trip,"Stayed here as part of family celebrations for various big birthdays, picked this hotel for price and location. A little disappointed when confronted with scaffolding all around the hotel ( this seems to be every hotel in New York at the moment) so missed out on the big arrival, and was told to move down because a coach was trying to park, so didn't even get to alight outside the hotel. At no point during the stay did a doorman ever help us or open a door. Interior a little dated but very functional. We had booked 3 rooms and through various websites knew to request the refurbished rooms on higher floors. I cannot fault our family room, it was absolutely massive. The other 2 rooms booked were however, very small. One guest was ok with this, 1 wasn't, and three room changes later, found a room that was acceptable. In their defence the hotel were fine with finding a room, cannot fault them for that. They even left us a birthday message and small teddy bear as a present.  Concierge helped a bit when asked, saved us a queue and after bartering, saved us some dollars on an attraction. I would recommend to anyone.",5,Rikritches,May 2019
473,Bad experience,"Was there for a 4-night stay as I was attending a conference close by. The room was small and very dated (room641). Super noisy. I woke up every night due to other people just... being hotel guest. Entering their rooms, talking in the hallway etc. It went straight through my door. Also I could hear the bedpost squiking from the room next door. The bathroom... The lights went out when using the hairdryir etc. And this is NOT a cheap hotel even though the overall feeling is that it is",2,Koebenhavn,May 2019
474,Birthday to remember in NYC,"Stayed here for 5 nights to celebrate my 60th birthday first time to USA, loved Hotel Edison, right by Times Square, would certainly stay here again, room lovely and clean, bed very comfortable, food good in the restaurant all made my trip memorable (room was a king junior suite 22 floor)",5,kthlarnl59,May 2019
475,March in New York,"Visited this hotel with my mother in March. After a tiring journey from Wales UK, we arrived to check in not long before midnight, but we were told that there was not a room of our type available for us. We were given the option of having seperate rooms for our first night and then we could either keep them for the remainder of our stay, or check back in the next day and have a twin room which is what we booked in the first place. Feeling exhausted, we agreed to have the seperate rooms but they were a bit outdated and tired looking. They did the job for our first night's stay, but we were given a twin room the next day and it was so much better. Two spacious beds, lovely bathroom with a walk in shower, tea and coffee making facilities, a very clean and pleasant room. It was quiet too, considering we were in the heart of Times Square, we didn't hear any outside noise. Breakfast was very nice, we were given vouchers to use, which was a limited choice and you could also order off the main menu which had much more to offer. Staff were very welcoming and friendly at the Edison and I have already chosen to stay here next year, when I return with a friend. Love New York and I can't wait until I come back for another bite of the Big Apple 🍎",4,Michw1975,March 2019
476,Best NYC hotel by far!!!!!,"We just arrived home from a fabulous stay in NYC. Our stay was especially great thanks to the staff at Hotel Edison. I cannot say enough good things about this hotel. Upon arrival, we met Danny O’Brien—what a host he was!!  If you are ever in town at the Hotel Edison, ask for him. He gave us good local recommendations and really showed us true hospitality!!!!!  We took advantage of all his restaurant recommendations and he did not steer us wrong!!  The rooms are clean and a good size for New York standards. I cannot wait to go back to NYC and you can bet I will stay at Hotel Edison again!",5,Kristie Carnes M,May 2019
477,Turning my frown upside down,"I was having an awful day, and decided to head down to the wine bar in the lobby. It was there that I had the pleasure of meeting a young man named De’Marcus. Despite the fact it was a crazy packed lobby, he took the time to make me feel as if I was the only guest there. He personally found me a seat while helping me carry my plate of snacks & wine; then took the time to ask me how I was doing AND he genuinely cared to hear the answer. I know this may seem small to many, but it brightened my entire day, I truly appreciated his spirit.",5,Erica P,May 2019
478,Short stay,"We stayed for a short 3 night stay in may 2019. The hotel is in a great location, 1minute walk to times square. Staff were very helpful, professional and accommodating, hotel is busy and has a nice welcome feel to it.Plenty of options for breakfast too in hotel! Our room was a bit dated and old, however the bed was really comfortable and clean. The bathroom was also really nice and clean too. We got great value when booking , very basic room but the views were lovely from the room window. I would go back again",4,laura baker,May 2019
479,TOTAL SATIFACTION - PERFECT LOCATION for TIMES SQUARE,THIS FIFTH STAY AT THIS HOTEL WAS EXEMPLARY.....and I would totally recommend the spacious Deluxe Rooms which are of a High Standard.Just Gets BETTER and BETTER.....Free Cocktails and Nibbles were on offer when we visited..... Delicious....!!!!Keep Up The Great Work Team....Nothing was Too Much Trouble....,5,SR Barnsley UK,October 2018
480,Great Hotel - Great location - Great staff - GREAT!,"We loved our stay at the Edison. We had booked on Priceline.com (big mistake) We'll never use that company again!!! But alas, Edison staff we're able to accomadate our needs and make our stay optimum! Love the location. Probably one of the best locations in Times Square and Theatre District.And the Elevators - there are always issues with these at hotels in NYC - but this hotel has a lot of them and they are always moving! No long wait times here!!!We'll stay here again!!!",5,Jerry S,April 2019
481,Great art deco hotel in the heart of Times Square.,"I've been staying here for 20 years.  Nice renovation keeping the old Art Deco charm.  There are good restaurants in the hotel and nearby.  The hotel staff has always been very nice.  Right in the heart of the Theatre district, this hotel offers a good value and provides the opportunity to walk everywhere.",4,Dona R,May 2019
482,Great place in Times Square,"I have been visiting NYC for one weekend each year for the past thee years, and this time we picked the Hotel Edison. The staff is great, the rooms were lovely, clean and quiet!! we enjoyed our stay so much this hotel is the choice for nest year!!!",5,Fran L,April 2019
483,Old and Tired,"Stayed at the Edison from April 23 – 27.  This my third, and, unfortunately, last stay at this hotel.  Have tolerated a lot of inconveniences in the past, but this time, I was just not happy and need not return.  Paid extra for a 10:00 a.m. early check-in, and did not get a room until after 11:00 a.m. (after a red-eye from California).  When we finally got a room, the front desk person (Zenorina) assured me that it was a Signature Queen (renovated) room that I had requested and paid for.  The room was old and tired.   Shower pipe coming off of wall.  Doors old and chipped.  Room small and cramped.  Do not be fooled by the photos on the website. Looks nothing like that at all.  According to photos, supposed to have a walk-in glass shower.  Just a tub with a cloth shower curtain.  I did not raise a fuss, because there was a high school choir competition going on at Carnegie and the doorman said to forget about changing rooms because hotel was sold out.  Other issues:  very close to TKTS booth in Times Square and there was noise coming from there all night (street entertainers).  Rum House bar was poorly staffed, although nearly empty, took about 15 minutes for the server to take our drink order.  Just an overall bad experience.  Would much rather stay at the Hilton Garden Inn around the corner on 8th Ave.  Cheaper and much larger rooms.",3,gilbop,April 2019
484,Recent visit,"Average hotel, lobby area very art deco, but rooms a little tried, there was work being done on upper floors to update rooms ,we were on the 5th floor at the front which was quite noisy through the night. Ideally situated for time square at the end of the block, did miss being able to make a hot drink in the room though.",3,Sheila G,April 2019
485,Not as good as it looks,"Upon arrival at our floor, every room had plastic sheets hanging and the floor was covered in a plastic sheet, large scale building works were being undertaken throughout the whole floor, it looked like our room was the only one not being modernised.  As for the room, I've never seen such an unpleasant pokey little hole in my life, it was grubby, smelled, the wires to the air conditioning unit were frayed and laid across the floor.  It was so small one of us had to lay on the bed to allow the other to move around the room.  We were told no other rooms were available until tomorrow, so we had to put up with this room for our first night.  It was only when we got into bed that we realised there was a large air conditioning unit outside, and we managed a couple of hours sleep that night.  The next day we were offered another room, the new room was once again very small, but cleaner also there was no air conditioning unit outside, so we slept well for our remaining nights.  One final point, whatever you do, is don't forget to take your room card with you.  Mrs P was escorted back to our room by two hefty security guards who made her feel like a criminal.  When I opened the door to her and she was upset, I asked what was going on and the security took a very aggressive stance, this was wholly unnecessary as we didn't pose any threat to them at all.",2,Nigel P,April 2019
486,"Great location, wonderful staff.","Edison is a hotel with a long tradition and excellent location. Now that it's been completely renovated, it's even better. It's located in NW corner of Times Square, in the middle of the theater district and every play is within walking distance. It has a good restaurant and my favorite bar - The Rum House. Wonderful little gem of a bar, with great atmosphere and live music.The best part of this hotel are the staff. From the doorman, to front desk , to concierge - everybody is wonderful. Housekeeping are some of the nicest, professional and most accommodating people, especially the clerk Milena and manage Bisere. These are the people that made my last stay here feel special and are definitely going to make me come back.",5,Robert B,May 2019
487,Hotel Edison Wins Again,This was my 4th visit to the hotel and the attention to detail and guest relations are first class.  The location if absolutely ideal for theatre going.  There are also many great restaurants in the area.  Highly recommended.,5,John S,May 2019
488,Great hotel and lovely staff,"We were there for one of my friends Birthday and staff, specially Robbi Moss, went above and beyond to delivery some amenities I've requested.It's great to still see this energy in hospitality and how people will go the extra mile to make someone's Birthday very special.",5,xavier torne,May 2019
489,Excellent Support from the Hotel Manager - Can't Thank Enough!!,"We want to thank so much to the Hotel Front Office Manager Eric Boamah's excellent service and support for our booking! 5 of our friends came with a tour over 10 people from China and we booked the Edison Hotel for them for 3 nights stay at Edison Hotel; but at the last minute we found out our friends have to make some changes at their stay in NYC due to their flight change back to China from the travel agency. Eric was extremely helpful and went extra mile to accommodate our friend's needs. Can't thank enough! Also want to thank Lindsey Gershberg, the Assistant Front Office Manager, who was very kind to help us as well. Great team at Edison Hotel and we would recommend them and Edison Hotel to everyone!!!",5,traveller@ct,May 2019
490,"Location, location, location ","The location is the major plus point for this hotel, as it is situated right next to Times Square and close to the nearest subway station (about 5 mins walk away). This makes getting too and from different areas and attractions really easy, plus the option to walk is there which we did a lot of. Our hotel room was on the 3rd floor, some negative points: room very small. We actually didn't have any view at all, a part from looking at an air vent and in to other rooms, so we had to keep the blinds shut so we wasn't overlooked, meaning the room was always dark. The room was also quite noisy - constant sirens and honking of horns (but you can't expect to be that close to the action without some noise) and I think the vent which we could see worked 24/7 as there was this constant hum including during the night. So bring ear plugs, luckily both my husband and I had already packed some! The good points: like I said location! The hotel was clean, including the room and bathroom, the bed was very comfortable and the hotel was a great base for exploring and our requirements (we didn't plan the be in the hotel room for long, so as long as it was clean and secure we didn't mind too much).You may wish to ask for a room higher up in the hotel to minimise the noise, or upgrade to get a nicer room. All in all a good stay for what we wanted from visiting New York, which was to explore.",3,LindGo,May 2019
491,"Friendly people, clean atmosphere, clean room - no complaints","Friendly people, clean atmosphere, clean room - no complaints.Staff were flexible and supportive of any requests. Room was small but clean and had the amenities we needed. Wifi was a bit spotty at first but we got it working.",5,Vincent,May 2019
492,The best,"You feel like home, and you are right at the center of the universe - Times Square. Friendly people, a great cafè, gym, nice rooms, who can ask for anything more? So many elevators that you barely wait 30 seconds to go up or down. All perfect.",5,Fulvpi,April 2019
